,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
8731,2021,Yorkshire and the Humber,L,   2-4,5,1865,531
8732,2021,Yorkshire and the Humber,L,   5-9,4,625,443
8733,2021,Yorkshire and the Humber,L,   10-19,3,260,409
8734,2021,Yorkshire and the Humber,L,   20-49,2,70,*
8735,2021,Yorkshire and the Humber,L,   50-99,1,15,113
8736,2021,Yorkshire and the Humber,L,   100-199,1,5,58
8737,2021,Yorkshire and the Humber,L,   200-249,*,0,*
8738,2021,Yorkshire and the Humber,L,   250-499,*,5,*
8739,2021,Yorkshire and the Humber,L,   500 or more,8,5,*
8740,2021,Yorkshire and the Humber,M,   1,2,865,128
8741,2021,Yorkshire and the Humber,M,   2-4,19,7465,1751
8742,2021,Yorkshire and the Humber,M,   5-9,12,1800,1353
8743,2021,Yorkshire and the Humber,M,   10-19,13,935,1124
8744,2021,Yorkshire and the Humber,M,   20-49,14,465,1312
8745,2021,Yorkshire and the Humber,M,   50-99,12,165,*
8746,2021,Yorkshire and the Humber,M,   100-199,10,70,2228
8747,2021,Yorkshire and the Humber,M,   200-249,2,10,177
8748,2021,Yorkshire and the Humber,M,   250-499,7,20,2476
8749,2021,Yorkshire and the Humber,M,   500 or more,25,15,*
8750,2021,Yorkshire and the Humber,N,   1,3,1430,341
8751,2021,Yorkshire and the Humber,N,   2-4,11,4035,1721
8752,2021,Yorkshire and the Humber,N,   5-9,9,1365,3956
8753,2021,Yorkshire and the Humber,N,   10-19,9,690,1113
8754,2021,Yorkshire and the Humber,N,   20-49,12,390,1175
8755,2021,Yorkshire and the Humber,N,   50-99,11,160,938
8756,2021,Yorkshire and the Humber,N,   100-199,13,95,1237
8757,2021,Yorkshire and the Humber,N,   200-249,5,25,286
8758,2021,Yorkshire and the Humber,N,   250-499,14,40,555
8759,2021,Yorkshire and the Humber,N,   500 or more,44,35,1840
8760,2021,Yorkshire and the Humber,P,   1,*,85,*
8761,2021,Yorkshire and the Humber,P,   2-4,2,755,134
8762,2021,Yorkshire and the Humber,P,   5-9,2,305,135
8763,2021,Yorkshire and the Humber,P,   10-19,3,200,135
8764,2021,Yorkshire and the Humber,P,   20-49,3,115,208
8765,2021,Yorkshire and the Humber,P,   50-99,*,25,*
8766,2021,Yorkshire and the Humber,P,   100-199,1,10,83
8767,2021,Yorkshire and the Humber,P,   200-249,*,0,*
8768,2021,Yorkshire and the Humber,P,   250-499,*,5,*
8769,2021,Yorkshire and the Humber,P,   500 or more,*,5,*
8770,2021,Yorkshire and the Humber,Q,   1,1,315,36
8771,2021,Yorkshire and the Humber,Q,   2-4,4,1485,256
8772,2021,Yorkshire and the Humber,Q,   5-9,6,760,302
8773,2021,Yorkshire and the Humber,Q,   10-19,14,905,722
8774,2021,Yorkshire and the Humber,Q,   20-49,22,675,1180
8775,2021,Yorkshire and the Humber,Q,   50-99,15,225,787
8776,2021,Yorkshire and the Humber,Q,   100-199,10,70,429
8777,2021,Yorkshire and the Humber,Q,   200-249,2,10,86
8778,2021,Yorkshire and the Humber,Q,   250-499,7,20,314
8779,2021,Yorkshire and the Humber,Q,   500 or more,29,25,1008
8780,2021,Yorkshire and the Humber,R,   1,0,120,16
8781,2021,Yorkshire and the Humber,R,   2-4,3,945,215
8782,2021,Yorkshire and the Humber,R,   5-9,2,340,108
8783,2021,Yorkshire and the Humber,R,   10-19,3,190,115
8784,2021,Yorkshire and the Humber,R,   20-49,4,135,219
8785,2021,Yorkshire and the Humber,R,   50-99,2,35,*
8786,2021,Yorkshire and the Humber,R,   100-199,3,20,161
8787,2021,Yorkshire and the Humber,R,   200-249,*,5,*
8788,2021,Yorkshire and the Humber,R,   250-499,4,10,361
8789,2021,Yorkshire and the Humber,R,   500 or more,*,5,*
8790,2021,Yorkshire and the Humber,S,   1,2,1050,79
8791,2021,Yorkshire and the Humber,S,   2-4,9,2960,459
8792,2021,Yorkshire and the Humber,S,   5-9,5,790,243
8793,2021,Yorkshire and the Humber,S,   10-19,4,270,227
8794,2021,Yorkshire and the Humber,S,   20-49,2,75,*
8795,2021,Yorkshire and the Humber,S,   50-99,*,15,56
8796,2021,Yorkshire and the Humber,S,   100-199,*,5,*
8797,2021,Yorkshire and the Humber,S,   200-249,0,0,0
8798,2021,Yorkshire and the Humber,S,   250-499,*,0,*
8799,2021,Yorkshire and the Humber,S,   500 or more,*,0,*
8800,2021,East Midlands,A,   1,3,1250,285
8801,2021,East Midlands,A,   2-4,7,1935,849
8802,2021,East Midlands,A,   5-9,5,645,738
8803,2021,East Midlands,A,   10-19,3,230,476
8804,2021,East Midlands,A,   20-49,4,115,564
8805,2021,East Midlands,A,   50-99,2,25,359
8806,2021,East Midlands,A,   100-199,2,15,*
8807,2021,East Midlands,A,   200-249,*,5,94
8808,2021,East Midlands,A,   250-499,*,5,*
8809,2021,East Midlands,A,   500 or more,0,0,0
8810,2021,East Midlands,B,   1,*,20,*
8811,2021,East Midlands,B,   2-4,1,250,173
8812,2021,East Midlands,B,   5-9,1,115,*
8813,2021,East Midlands,B,   10-19,1,75,214
8814,2021,East Midlands,B,   20-49,*,45,242
8815,2021,East Midlands,B,   50-99,2,20,322
8816,2021,East Midlands,B,   100-199,2,10,482
8817,2021,East Midlands,B,   200-249,*,0,*
8818,2021,East Midlands,B,   250-499,1,5,445
8819,2021,East Midlands,B,   500 or more,*,0,*
8820,2021,East Midlands,C,   1,1,430,60
8821,2021,East Midlands,C,   2-4,9,3150,1015
8822,2021,East Midlands,C,   5-9,12,1820,1245
8823,2021,East Midlands,C,   10-19,17,1215,1700
8824,2021,East Midlands,C,   20-49,31,980,3672
8825,2021,East Midlands,C,   50-99,31,450,4553
8826,2021,East Midlands,C,   100-199,28,200,5535
8827,2021,East Midlands,C,   200-249,10,45,2191
8828,2021,East Midlands,C,   250-499,23,65,4609
8829,2021,East Midlands,C,   500 or more,90,40,24985
8830,2021,East Midlands,F,   1,3,1485,275
8831,2021,East Midlands,F,   2-4,21,8070,3326
8832,2021,East Midlands,F,   5-9,14,2130,2287
8833,2021,East Midlands,F,   10-19,12,865,2126
8834,2021,East Midlands,F,   20-49,11,380,2006
8835,2021,East Midlands,F,   50-99,6,95,1394
8836,2021,East Midlands,F,   100-199,5,35,927
8837,2021,East Midlands,F,   200-249,2,10,310
8838,2021,East Midlands,F,   250-499,4,10,1856
8839,2021,East Midlands,F,   500 or more,11,5,7582
8840,2021,East Midlands,G,   1,4,1730,396
8841,2021,East Midlands,G,   2-4,29,9580,4979
8842,2021,East Midlands,G,   5-9,28,4135,9404
8843,2021,East Midlands,G,   10-19,24,1785,5129
8844,2021,East Midlands,G,   20-49,26,880,6778
8845,2021,East Midlands,G,   50-99,19,265,8504
8846,2021,East Midlands,G,   100-199,15,105,4880
8847,2021,East Midlands,G,   200-249,4,15,1460
8848,2021,East Midlands,G,   250-499,13,40,4573
8849,2021,East Midlands,G,   500 or more,222,55,46778
8850,2021,East Midlands,H,   1,1,260,42
8851,2021,East Midlands,H,   2-4,10,3610,856
8852,2021,East Midlands,H,   5-9,11,1740,630
8853,2021,East Midlands,H,   10-19,8,595,629
8854,2021,East Midlands,H,   20-49,7,250,867
8855,2021,East Midlands,H,   50-99,6,85,891
8856,2021,East Midlands,H,   100-199,3,25,*
8857,2021,East Midlands,H,   200-249,2,5,*
8858,2021,East Midlands,H,   250-499,9,25,*
8859,2021,East Midlands,H,   500 or more,177,15,*
8860,2021,East Midlands,I,   1,2,750,83
8861,2021,East Midlands,I,   2-4,14,4235,608
8862,2021,East Midlands,I,   5-9,17,2505,590
8863,2021,East Midlands,I,   10-19,19,1380,552
8864,2021,East Midlands,I,   20-49,18,640,557
8865,2021,East Midlands,I,   50-99,7,105,278
8866,2021,East Midlands,I,   100-199,5,40,281
8867,2021,East Midlands,I,   200-249,*,5,*
8868,2021,East Midlands,I,   250-499,*,15,*
8869,2021,East Midlands,I,   500 or more,19,15,856
8870,2021,East Midlands,J,   1,21,9425,1690
8871,2021,East Midlands,J,   2-4,151,53525,17754
8872,2021,East Midlands,J,   5-9,133,19825,18699
8873,2021,East Midlands,J,   10-19,131,9630,15231
8874,2021,East Midlands,J,   20-49,163,5365,19785
8875,2021,East Midlands,J,   50-99,117,1690,19709
8876,2021,East Midlands,J,   100-199,99,720,16300
8877,2021,East Midlands,J,   200-249,33,145,5218
8878,2021,East Midlands,J,   250-499,97,280,16299
8879,2021,East Midlands,J,   500 or more,771,235,104287
8880,2021,East Midlands,K,   1,0,45, ..
8881,2021,East Midlands,K,   2-4,*,865, ..
8882,2021,East Midlands,K,   5-9,2,240, ..
8883,2021,East Midlands,K,   10-19,1,105, ..
8884,2021,East Midlands,K,   20-49,1,45, ..
8885,2021,East Midlands,K,   50-99,1,20, ..
8886,2021,East Midlands,K,   100-199,2,10, ..
8887,2021,East Midlands,K,   200-249,*,5, ..
8888,2021,East Midlands,K,   250-499,2,5, ..
8889,2021,East Midlands,K,   500 or more,*,5, ..
8890,2021,East Midlands,L,   1,0,120,21
8891,2021,East Midlands,L,   2-4,*,1695,512
8892,2021,East Midlands,L,   5-9,4,565,326
8893,2021,East Midlands,L,   10-19,3,200,198
8894,2021,East Midlands,L,   20-49,2,60,130
8895,2021,East Midlands,L,   50-99,*,10,85
8896,2021,East Midlands,L,   100-199,1,5,105
8897,2021,East Midlands,L,   200-249,*,0,*
8898,2021,East Midlands,L,   250-499,*,0,*
8899,2021,East Midlands,L,   500 or more,*,5,*
8900,2021,East Midlands,M,   1,2,795,113
8901,2021,East Midlands,M,   2-4,19,7500,1917
8902,2021,East Midlands,M,   5-9,11,1625,992
8903,2021,East Midlands,M,   10-19,10,765,1615
8904,2021,East Midlands,M,   20-49,13,425,1338
8905,2021,East Midlands,M,   50-99,8,115,790
8906,2021,East Midlands,M,   100-199,8,55,1162
8907,2021,East Midlands,M,   200-249,1,5,108
8908,2021,East Midlands,M,   250-499,7,20,878
8909,2021,East Midlands,M,   500 or more,22,15,1949
8910,2021,East Midlands,N,   1,3,1215,277
8911,2021,East Midlands,N,   2-4,13,4575,2011
8912,2021,East Midlands,N,   5-9,11,1635,1147
8913,2021,East Midlands,N,   10-19,9,660,1017
8914,2021,East Midlands,N,   20-49,11,365,1231
8915,2021,East Midlands,N,   50-99,10,150,982
8916,2021,East Midlands,N,   100-199,14,100,1157
8917,2021,East Midlands,N,   200-249,4,15,184
8918,2021,East Midlands,N,   250-499,12,35,731
8919,2021,East Midlands,N,   500 or more,123,40,4205
8920,2021,East Midlands,P,   1,*,75,10
8921,2021,East Midlands,P,   2-4,2,705,122
8922,2021,East Midlands,P,   5-9,2,310,151
8923,2021,East Midlands,P,   10-19,3,215,154
8924,2021,East Midlands,P,   20-49,2,75,115
8925,2021,East Midlands,P,   50-99,*,25,104
8926,2021,East Midlands,P,   100-199,1,10,67
8927,2021,East Midlands,P,   200-249,*,0,*
8928,2021,East Midlands,P,   250-499,*,5,*
8929,2021,East Midlands,P,   500 or more,*,5,*
8930,2021,East Midlands,Q,   1,1,250,30
8931,2021,East Midlands,Q,   2-4,4,1305,243
8932,2021,East Midlands,Q,   5-9,5,725,287
8933,2021,East Midlands,Q,   10-19,12,785,635
8934,2021,East Midlands,Q,   20-49,23,705,1270
8935,2021,East Midlands,Q,   50-99,16,225,783
8936,2021,East Midlands,Q,   100-199,8,60,359
8937,2021,East Midlands,Q,   200-249,6,30,244
8938,2021,East Midlands,Q,   250-499,11,35,413
8939,2021,East Midlands,Q,   500 or more,50,20,1766
8940,2021,East Midlands,R,   1,0,145,21
8941,2021,East Midlands,R,   2-4,2,850,196
8942,2021,East Midlands,R,   5-9,2,325,*
8943,2021,East Midlands,R,   10-19,3,190,165
8944,2021,East Midlands,R,   20-49,4,125,188
8945,2021,East Midlands,R,   50-99,2,30,83
8946,2021,East Midlands,R,   100-199,*,15,143
8947,2021,East Midlands,R,   200-249,*,0,*
8948,2021,East Midlands,R,   250-499,*,5,*
8949,2021,East Midlands,R,   500 or more,19,10,2151
8950,2021,East Midlands,S,   1,2,810,*
8951,2021,East Midlands,S,   2-4,8,2455,340
8952,2021,East Midlands,S,   5-9,5,820,281
8953,2021,East Midlands,S,   10-19,4,280,223
8954,2021,East Midlands,S,   20-49,*,90,187
8955,2021,East Midlands,S,   50-99,1,15,63
8956,2021,East Midlands,S,   100-199,*,5,*
8957,2021,East Midlands,S,   200-249,0,0,0
8958,2021,East Midlands,S,   250-499,*,5,*
8959,2021,East Midlands,S,   500 or more,0,0,0
8960,2021,West Midlands,A,   1,4,1620,401
8961,2021,West Midlands,A,   2-4,7,1920,940
8962,2021,West Midlands,A,   5-9,4,580,582
8963,2021,West Midlands,A,   10-19,3,195,365
8964,2021,West Midlands,A,   20-49,3,85,267
8965,2021,West Midlands,A,   50-99,2,25,188
8966,2021,West Midlands,A,   100-199,*,15,*
8967,2021,West Midlands,A,   200-249,*,0,*
8968,2021,West Midlands,A,   250-499,5,15,123
8969,2021,West Midlands,A,   500 or more,7,5,298
8970,2021,West Midlands,B,   1,*,25,*
8971,2021,West Midlands,B,   2-4,1,275,*
8972,2021,West Midlands,B,   5-9,1,185,954
8973,2021,West Midlands,B,   10-19,1,100,422
8974,2021,West Midlands,B,   20-49,2,70,484
8975,2021,West Midlands,B,   50-99,*,20,*
8976,2021,West Midlands,B,   100-199,1,5,426
8977,2021,West Midlands,B,   200-249,*,5,*
8978,2021,West Midlands,B,   250-499,*,5,*
8979,2021,West Midlands,B,   500 or more,35,10,18704
8980,2021,West Midlands,C,   1,1,445,63
8981,2021,West Midlands,C,   2-4,11,3875,1250
8982,2021,West Midlands,C,   5-9,14,2060,1499
8983,2021,West Midlands,C,   10-19,20,1460,2178
8984,2021,West Midlands,C,   20-49,37,1210,4958
8985,2021,West Midlands,C,   50-99,36,505,5456
8986,2021,West Midlands,C,   100-199,31,220,6350
8987,2021,West Midlands,C,   200-249,8,40,2062
8988,2021,West Midlands,C,   250-499,31,90,7239
8989,2021,West Midlands,C,   500 or more,111,60,72084
8990,2021,West Midlands,F,   1,3,1395,272
8991,2021,West Midlands,F,   2-4,23,8750,4065
8992,2021,West Midlands,F,   5-9,14,2135,2424
8993,2021,West Midlands,F,   10-19,12,905,2100
8994,2021,West Midlands,F,   20-49,12,380,2606
8995,2021,West Midlands,F,   50-99,7,100,1960
8996,2021,West Midlands,F,   100-199,4,35,994
8997,2021,West Midlands,F,   200-249,1,5,201
8998,2021,West Midlands,F,   250-499,4,10,646
8999,2021,West Midlands,F,   500 or more,15,15,5765
9000,2021,West Midlands,G,   1,5,2060,441
9001,2021,West Midlands,G,   2-4,34,11420,5802
9002,2021,West Midlands,G,   5-9,33,4895,5659
9003,2021,West Midlands,G,   10-19,30,2250,6228
9004,2021,West Midlands,G,   20-49,31,1045,8522
9005,2021,West Midlands,G,   50-99,23,330,7062
9006,2021,West Midlands,G,   100-199,15,115,5522
9007,2021,West Midlands,G,   200-249,5,25,2553
9008,2021,West Midlands,G,   250-499,20,60,6561
9009,2021,West Midlands,G,   500 or more,178,55,43316
9010,2021,West Midlands,H,   1,1,260,40
9011,2021,West Midlands,H,   2-4,11,4035,*
9012,2021,West Midlands,H,   5-9,7,1050,578
9013,2021,West Midlands,H,   10-19,6,470,969
9014,2021,West Midlands,H,   20-49,7,225,862
9015,2021,West Midlands,H,   50-99,5,75,822
9016,2021,West Midlands,H,   100-199,5,30,*
9017,2021,West Midlands,H,   200-249,2,5,479
9018,2021,West Midlands,H,   250-499,3,5,394
9019,2021,West Midlands,H,   500 or more,45,25,*
9020,2021,West Midlands,I,   1,2,780,88
9021,2021,West Midlands,I,   2-4,17,5170,824
9022,2021,West Midlands,I,   5-9,18,2655,699
9023,2021,West Midlands,I,   10-19,18,1285,759
9024,2021,West Midlands,I,   20-49,19,660,649
9025,2021,West Midlands,I,   50-99,8,110,313
9026,2021,West Midlands,I,   100-199,7,50,311
9027,2021,West Midlands,I,   200-249,*,5,*
9028,2021,West Midlands,I,   250-499,*,15,*
9029,2021,West Midlands,I,   500 or more,143,25,7118
9030,2021,West Midlands,J,   1,24,10750,1970
9031,2021,West Midlands,J,   2-4,183,65255,22094
9032,2021,West Midlands,J,   5-9,152,22645,18067
9033,2021,West Midlands,J,   10-19,152,11165,18756
9034,2021,West Midlands,J,   20-49,183,6030,24623
9035,2021,West Midlands,J,   50-99,135,1950,20995
9036,2021,West Midlands,J,   100-199,108,780,19628
9037,2021,West Midlands,J,   200-249,33,150,6630
9038,2021,West Midlands,J,   250-499,117,340,24852
9039,2021,West Midlands,J,   500 or more,858,330,173162
9040,2021,West Midlands,K,   1,0,75, ..
9041,2021,West Midlands,K,   2-4,*,915, ..
9042,2021,West Midlands,K,   5-9,2,290, ..
9043,2021,West Midlands,K,   10-19,2,110, ..
9044,2021,West Midlands,K,   20-49,*,50, ..
9045,2021,West Midlands,K,   50-99,2,25, ..
9046,2021,West Midlands,K,   100-199,*,10, ..
9047,2021,West Midlands,K,   200-249,*,0, ..
9048,2021,West Midlands,K,   250-499,2,5, ..
9049,2021,West Midlands,K,   500 or more,*,10, ..
9050,2021,West Midlands,L,   1,0,185,32
9051,2021,West Midlands,L,   2-4,*,2080,894
9052,2021,West Midlands,L,   5-9,4,675,538
9053,2021,West Midlands,L,   10-19,3,250,281
9054,2021,West Midlands,L,   20-49,2,75,229
9055,2021,West Midlands,L,   50-99,2,25,*
9056,2021,West Midlands,L,   100-199,2,10,284
9057,2021,West Midlands,L,   200-249,*,0,*
9058,2021,West Midlands,L,   250-499,*,0,*
9059,2021,West Midlands,L,   500 or more,*,10,1074
9060,2021,West Midlands,M,   1,2,995,146
9061,2021,West Midlands,M,   2-4,22,8895,1986
9062,2021,West Midlands,M,   5-9,14,2050,1461
9063,2021,West Midlands,M,   10-19,14,1065,1873
9064,2021,West Midlands,M,   20-49,15,490,1532
9065,2021,West Midlands,M,   50-99,9,135,1246
9066,2021,West Midlands,M,   100-199,8,55,1054
9067,2021,West Midlands,M,   200-249,3,15,*
9068,2021,West Midlands,M,   250-499,8,20,*
9069,2021,West Midlands,M,   500 or more,33,20,2092
9070,2021,West Midlands,N,   1,3,1375,335
9071,2021,West Midlands,N,   2-4,20,7375,2940
9072,2021,West Midlands,N,   5-9,18,2715,2097
9073,2021,West Midlands,N,   10-19,12,880,1582
9074,2021,West Midlands,N,   20-49,14,470,1710
9075,2021,West Midlands,N,   50-99,14,195,1459
9076,2021,West Midlands,N,   100-199,12,90,1088
9077,2021,West Midlands,N,   200-249,4,20,408
9078,2021,West Midlands,N,   250-499,15,45,6723
9079,2021,West Midlands,N,   500 or more,176,50,7622
9080,2021,West Midlands,P,   1,*,65,8
9081,2021,West Midlands,P,   2-4,2,825,149
9082,2021,West Midlands,P,   5-9,2,330,139
9083,2021,West Midlands,P,   10-19,3,220,164
9084,2021,West Midlands,P,   20-49,3,95,181
9085,2021,West Midlands,P,   50-99,*,30,*
9086,2021,West Midlands,P,   100-199,*,20,139
9087,2021,West Midlands,P,   200-249,1,5,*
9088,2021,West Midlands,P,   250-499,*,5,*
9089,2021,West Midlands,P,   500 or more,*,5,*
9090,2021,West Midlands,Q,   1,1,270,32
9091,2021,West Midlands,Q,   2-4,5,1720,295
9092,2021,West Midlands,Q,   5-9,8,1080,444
9093,2021,West Midlands,Q,   10-19,16,1095,841
9094,2021,West Midlands,Q,   20-49,24,745,1254
9095,2021,West Midlands,Q,   50-99,16,235,779
9096,2021,West Midlands,Q,   100-199,10,75,463
9097,2021,West Midlands,Q,   200-249,3,15,167
9098,2021,West Midlands,Q,   250-499,12,35,416
9099,2021,West Midlands,Q,   500 or more,62,20,3949
9100,2021,West Midlands,R,   1,0,110,17
9101,2021,West Midlands,R,   2-4,2,890,192
9102,2021,West Midlands,R,   5-9,2,310,114
9103,2021,West Midlands,R,   10-19,3,190,122
9104,2021,West Midlands,R,   20-49,3,100,*
9105,2021,West Midlands,R,   50-99,2,35,88
9106,2021,West Midlands,R,   100-199,*,20,104
9107,2021,West Midlands,R,   200-249,*,5,*
9108,2021,West Midlands,R,   250-499,5,15,*
9109,2021,West Midlands,R,   500 or more,9,5,*
9110,2021,West Midlands,S,   1,2,1035,*
9111,2021,West Midlands,S,   2-4,11,3420,606
9112,2021,West Midlands,S,   5-9,7,1010,383
9113,2021,West Midlands,S,   10-19,5,345,298
9114,2021,West Midlands,S,   20-49,*,115,*
9115,2021,West Midlands,S,   50-99,2,25,188
9116,2021,West Midlands,S,   100-199,*,5,*
9117,2021,West Midlands,S,   200-249,*,0,*
9118,2021,West Midlands,S,   250-499,*,5,*
9119,2021,West Midlands,S,   500 or more,10,5,1004
9120,2021,East of England,A,   1,4,1350,333
9121,2021,East of England,A,   2-4,8,2350,1041
9122,2021,East of England,A,   5-9,6,895,917
9123,2021,East of England,A,   10-19,5,360,704
9124,2021,East of England,A,   20-49,*,145,556
9125,2021,East of England,A,   50-99,5,70,532
9126,2021,East of England,A,   100-199,2,15,222
9127,2021,East of England,A,   200-249,*,5,*
9128,2021,East of England,A,   250-499,2,5,80
9129,2021,East of England,A,   500 or more,*,5,*
9130,2021,East of England,B,   1,*,20,*
9131,2021,East of England,B,   2-4,1,380,288
9132,2021,East of England,B,   5-9,1,195,537
9133,2021,East of England,B,   10-19,2,115,343
9134,2021,East of England,B,   20-49,2,65,477
9135,2021,East of England,B,   50-99,2,35,441
9136,2021,East of England,B,   100-199,*,5,*
9137,2021,East of England,B,   200-249,1,5,287
9138,2021,East of England,B,   250-499,*,5,2037
9139,2021,East of England,B,   500 or more,8,5,2438
9140,2021,East of England,C,   1,1,420,62
9141,2021,East of England,C,   2-4,11,3845,1295
9142,2021,East of England,C,   5-9,13,1930,1521
9143,2021,East of England,C,   10-19,16,1170,1976
9144,2021,East of England,C,   20-49,27,895,3744
9145,2021,East of England,C,   50-99,26,375,4035
9146,2021,East of England,C,   100-199,25,180,5215
9147,2021,East of England,C,   200-249,7,30,1533
9148,2021,East of England,C,   250-499,16,45,4291
9149,2021,East of England,C,   500 or more,69,45,34983
9150,2021,East of England,F,   1,4,1905,395
9151,2021,East of England,F,   2-4,38,14750,7587
9152,2021,East of England,F,   5-9,21,3185,4635
9153,2021,East of England,F,   10-19,16,1205,3266
9154,2021,East of England,F,   20-49,16,555,4139
9155,2021,East of England,F,   50-99,10,140,2531
9156,2021,East of England,F,   100-199,9,65,2388
9157,2021,East of England,F,   200-249,2,10,632
9158,2021,East of England,F,   250-499,8,20,2257
9159,2021,East of England,F,   500 or more,46,15,13896
9160,2021,East of England,G,   1,4,1825,398
9161,2021,East of England,G,   2-4,35,11940,6476
9162,2021,East of England,G,   5-9,35,5270,7893
9163,2021,East of England,G,   10-19,33,2450,7888
9164,2021,East of England,G,   20-49,35,1165,9538
9165,2021,East of England,G,   50-99,23,345,8479
9166,2021,East of England,G,   100-199,21,155,8487
9167,2021,East of England,G,   200-249,5,20,2734
9168,2021,East of England,G,   250-499,21,60,9705
9169,2021,East of England,G,   500 or more,445,60,78446
9170,2021,East of England,H,   1,1,325,55
9171,2021,East of England,H,   2-4,9,3495,1109
9172,2021,East of England,H,   5-9,6,920,*
9173,2021,East of England,H,   10-19,7,540,1299
9174,2021,East of England,H,   20-49,10,340,2009
9175,2021,East of England,H,   50-99,9,135,1404
9176,2021,East of England,H,   100-199,8,60,1682
9177,2021,East of England,H,   200-249,2,10,*
9178,2021,East of England,H,   250-499,5,15,*
9179,2021,East of England,H,   500 or more,36,20,*
9180,2021,East of England,I,   1,2,695,82
9181,2021,East of England,I,   2-4,17,5090,750
9182,2021,East of England,I,   5-9,20,2940,760
9183,2021,East of England,I,   10-19,23,1670,728
9184,2021,East of England,I,   20-49,23,800,805
9185,2021,East of England,I,   50-99,10,150,568
9186,2021,East of England,I,   100-199,6,45,268
9187,2021,East of England,I,   200-249,2,5,96
9188,2021,East of England,I,   250-499,9,25,419
9189,2021,East of England,I,   500 or more,189,25,10569
9190,2021,East of England,J,   1,26,11480,2142
9191,2021,East of England,J,   2-4,215,78925,29194
9192,2021,East of England,J,   5-9,171,25310,23762
9193,2021,East of England,J,   10-19,176,12940,23242
9194,2021,East of England,J,   20-49,212,7005,29306
9195,2021,East of England,J,   50-99,153,2215,24054
9196,2021,East of England,J,   100-199,135,970,24063
9197,2021,East of England,J,   200-249,38,165,7419
9198,2021,East of England,J,   250-499,122,345,26251
9199,2021,East of England,J,   500 or more,1180,325,190661
9200,2021,East of England,K,   1,0,95, ..
9201,2021,East of England,K,   2-4,4,1495, ..
9202,2021,East of England,K,   5-9,3,410, ..
9203,2021,East of England,K,   10-19,2,170, ..
9204,2021,East of England,K,   20-49,2,70, ..
9205,2021,East of England,K,   50-99,2,30, ..
9206,2021,East of England,K,   100-199,3,20, ..
9207,2021,East of England,K,   200-249,*,5, ..
9208,2021,East of England,K,   250-499,*,5, ..
9209,2021,East of England,K,   500 or more,36,10, ..
9210,2021,East of England,L,   1,1,205,38
9211,2021,East of England,L,   2-4,8,2815,1260
9212,2021,East of England,L,   5-9,6,855,505
9213,2021,East of England,L,   10-19,4,335,387
9214,2021,East of England,L,   20-49,3,90,*
9215,2021,East of England,L,   50-99,*,20,79
9216,2021,East of England,L,   100-199,2,15,342
9217,2021,East of England,L,   200-249,*,10,186
9218,2021,East of England,L,   250-499,3,10,*
9219,2021,East of England,L,   500 or more,15,10,1134
9220,2021,East of England,M,   1,3,1270,182
9221,2021,East of England,M,   2-4,31,12745,3246
9222,2021,East of England,M,   5-9,17,2540,1986
9223,2021,East of England,M,   10-19,17,1235,1801
9224,2021,East of England,M,   20-49,21,675,2360
9225,2021,East of England,M,   50-99,15,215,1637
9226,2021,East of England,M,   100-199,13,95,1699
9227,2021,East of England,M,   200-249,3,15,399
9228,2021,East of England,M,   250-499,10,30,771
9229,2021,East of England,M,   500 or more,58,25,10683
9230,2021,East of England,N,   1,4,1780,412
9231,2021,East of England,N,   2-4,17,6420,2999
9232,2021,East of England,N,   5-9,14,2045,2021
9233,2021,East of England,N,   10-19,16,1140,2256
9234,2021,East of England,N,   20-49,19,620,1896
9235,2021,East of England,N,   50-99,18,265,1922
9236,2021,East of England,N,   100-199,20,135,1767
9237,2021,East of England,N,   200-249,5,20,364
9238,2021,East of England,N,   250-499,20,55,1568
9239,2021,East of England,N,   500 or more,163,55,6927
9240,2021,East of England,P,   1,*,65,*
9241,2021,East of England,P,   2-4,3,1070,241
9242,2021,East of England,P,   5-9,4,525,223
9243,2021,East of England,P,   10-19,4,310,227
9244,2021,East of England,P,   20-49,4,125,*
9245,2021,East of England,P,   50-99,3,40,159
9246,2021,East of England,P,   100-199,*,20,278
9247,2021,East of England,P,   200-249,1,5,*
9248,2021,East of England,P,   250-499,*,10,239
9249,2021,East of England,P,   500 or more,*,0,*
9250,2021,East of England,Q,   1,1,355,42
9251,2021,East of England,Q,   2-4,5,1920,334
9252,2021,East of England,Q,   5-9,8,1085,456
9253,2021,East of England,Q,   10-19,14,945,732
9254,2021,East of England,Q,   20-49,27,820,1484
9255,2021,East of England,Q,   50-99,16,230,940
9256,2021,East of England,Q,   100-199,13,95,571
9257,2021,East of England,Q,   200-249,3,10,123
9258,2021,East of England,Q,   250-499,10,25,463
9259,2021,East of England,Q,   500 or more,55,25,2033
9260,2021,East of England,R,   1,0,170,25
9261,2021,East of England,R,   2-4,4,1365,366
9262,2021,East of England,R,   5-9,3,440,*
9263,2021,East of England,R,   10-19,4,285,263
9264,2021,East of England,R,   20-49,5,175,228
9265,2021,East of England,R,   50-99,4,55,177
9266,2021,East of England,R,   100-199,3,20,*
9267,2021,East of England,R,   200-249,*,5,*
9268,2021,East of England,R,   250-499,*,15,391
9269,2021,East of England,R,   500 or more,*,10,*
9270,2021,East of England,S,   1,2,900,85
9271,2021,East of England,S,   2-4,10,3385,494
