,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
10873,2018,South East,S,   10-19,11,850,848
10874,2018,South East,S,   20-49,7,260,510
10875,2018,South East,S,   50-99,*,50,*
10876,2018,South East,S,   100-199,2,20,481
10877,2018,South East,S,   200-249,*,0,*
10878,2018,South East,S,   250-499,*,5,*
10879,2018,South East,S,   500 or more,21,10,1747
10880,2018,South West,A,   1,9,3385,707
10881,2018,South West,A,   2-4,15,4030,1463
10882,2018,South West,A,   5-9,7,1020,752
10883,2018,South West,A,   10-19,4,295,389
10884,2018,South West,A,   20-49,*,110,218
10885,2018,South West,A,   50-99,*,30,233
10886,2018,South West,A,   100-199,1,10,55
10887,2018,South West,A,   200-249,*,0,*
10888,2018,South West,A,   250-499,*,0,*
10889,2018,South West,A,   500 or more,*,5,*
10890,2018,South West,B,   1,0,30,4
10891,2018,South West,B,   2-4,1,310,176
10892,2018,South West,B,   5-9,1,150,558
10893,2018,South West,B,   10-19,1,90,*
10894,2018,South West,B,   20-49,1,40,204
10895,2018,South West,B,   50-99,1,25,276
10896,2018,South West,B,   100-199,0,5,221
10897,2018,South West,B,   200-249,*,5,102
10898,2018,South West,B,   250-499,2,5,*
10899,2018,South West,B,   500 or more,30,10,12718
10900,2018,South West,C,   1,1,620,80
10901,2018,South West,C,   2-4,9,3165,768
10902,2018,South West,C,   5-9,11,1640,946
10903,2018,South West,C,   10-19,15,1085,1315
10904,2018,South West,C,   20-49,26,825,4628
10905,2018,South West,C,   50-99,18,260,2377
10906,2018,South West,C,   100-199,22,155,3314
10907,2018,South West,C,   200-249,5,25,726
10908,2018,South West,C,   250-499,23,70,3945
10909,2018,South West,C,   500 or more,56,40,16024
10910,2018,South West,F,   1,6,2705,438
10911,2018,South West,F,   2-4,25,9075,3077
10912,2018,South West,F,   5-9,17,2535,1885
10913,2018,South West,F,   10-19,15,1155,1965
10914,2018,South West,F,   20-49,13,420,1807
10915,2018,South West,F,   50-99,8,120,1202
10916,2018,South West,F,   100-199,5,35,718
10917,2018,South West,F,   200-249,1,5,270
10918,2018,South West,F,   250-499,3,10,376
10919,2018,South West,F,   500 or more,11,10,1825
10920,2018,South West,G,   1,6,2435,*
10921,2018,South West,G,   2-4,32,9845,3883
10922,2018,South West,G,   5-9,33,4795,4732
10923,2018,South West,G,   10-19,30,2215,4917
10924,2018,South West,G,   20-49,30,1000,6026
10925,2018,South West,G,   50-99,18,260,4391
10926,2018,South West,G,   100-199,15,110,3407
10927,2018,South West,G,   200-249,5,25,*
10928,2018,South West,G,   250-499,15,45,3579
10929,2018,South West,G,   500 or more,95,35,18069
10930,2018,South West,H,   1,*,415,*
10931,2018,South West,H,   2-4,4,1380,373
10932,2018,South West,H,   5-9,4,560,371
10933,2018,South West,H,   10-19,5,360,493
10934,2018,South West,H,   20-49,7,225,1275
10935,2018,South West,H,   50-99,5,70,494
10936,2018,South West,H,   100-199,4,35,516
10937,2018,South West,H,   200-249,*,0,*
10938,2018,South West,H,   250-499,2,5,*
10939,2018,South West,H,   500 or more,35,15,3459
10940,2018,South West,I,   1,3,1245,141
10941,2018,South West,I,   2-4,17,4770,730
10942,2018,South West,I,   5-9,23,3140,792
10943,2018,South West,I,   10-19,31,2230,917
10944,2018,South West,I,   20-49,33,1150,977
10945,2018,South West,I,   50-99,14,210,507
10946,2018,South West,I,   100-199,8,60,342
10947,2018,South West,I,   200-249,1,5,62
10948,2018,South West,I,   250-499,8,25,278
10949,2018,South West,I,   500 or more,17,10,819
10950,2018,South West,J,   1,38,16435,2780
10951,2018,South West,J,   2-4,179,60255,16577
10952,2018,South West,J,   5-9,153,22030,14275
10953,2018,South West,J,   10-19,166,11995,15031
10954,2018,South West,J,   20-49,196,6465,20843
10955,2018,South West,J,   50-99,126,1825,13355
10956,2018,South West,J,   100-199,100,725,11319
10957,2018,South West,J,   200-249,28,125,3416
10958,2018,South West,J,   250-499,96,285,12434
10959,2018,South West,J,   500 or more,432,225,70874
10960,2018,South West,K,   1,0,115, ..
10961,2018,South West,K,   2-4,3,955, ..
10962,2018,South West,K,   5-9,2,300, ..
10963,2018,South West,K,   10-19,2,115, ..
10964,2018,South West,K,   20-49,2,70, ..
10965,2018,South West,K,   50-99,2,25, ..
10966,2018,South West,K,   100-199,*,5, ..
10967,2018,South West,K,   200-249,*,0, ..
10968,2018,South West,K,   250-499,3,10, ..
10969,2018,South West,K,   500 or more,41,15, ..
10970,2018,South West,L,   1,*,230,37
10971,2018,South West,L,   2-4,6,1935,528
10972,2018,South West,L,   5-9,5,720,389
10973,2018,South West,L,   10-19,4,280,460
10974,2018,South West,L,   20-49,2,75,201
10975,2018,South West,L,   50-99,*,20,173
10976,2018,South West,L,   100-199,2,15,*
10977,2018,South West,L,   200-249,*,0,*
10978,2018,South West,L,   250-499,*,5,216
10979,2018,South West,L,   500 or more,6,5,612
10980,2018,South West,M,   1,3,1410,185
10981,2018,South West,M,   2-4,24,9755,2184
10982,2018,South West,M,   5-9,14,2030,1233
10983,2018,South West,M,   10-19,15,1050,1179
10984,2018,South West,M,   20-49,17,545,1526
10985,2018,South West,M,   50-99,10,145,822
10986,2018,South West,M,   100-199,9,60,927
10987,2018,South West,M,   200-249,3,15,353
10988,2018,South West,M,   250-499,9,25,931
10989,2018,South West,M,   500 or more,21,15,1655
10990,2018,South West,N,   1,4,1745,419
10991,2018,South West,N,   2-4,13,4455,1555
10992,2018,South West,N,   5-9,10,1480,1080
10993,2018,South West,N,   10-19,10,775,969
10994,2018,South West,N,   20-49,12,405,961
10995,2018,South West,N,   50-99,13,190,922
10996,2018,South West,N,   100-199,11,80,384
10997,2018,South West,N,   200-249,4,15,167
10998,2018,South West,N,   250-499,12,35,1034
10999,2018,South West,N,   500 or more,76,35,7775
11000,2018,South West,P,   1,*,105,*
11001,2018,South West,P,   2-4,2,775,123
11002,2018,South West,P,   5-9,3,405,150
11003,2018,South West,P,   10-19,3,205,159
11004,2018,South West,P,   20-49,3,105,179
11005,2018,South West,P,   50-99,3,40,172
11006,2018,South West,P,   100-199,2,20,*
11007,2018,South West,P,   200-249,*,5,*
11008,2018,South West,P,   250-499,2,10,*
11009,2018,South West,P,   500 or more,4,5,*
11010,2018,South West,Q,   1,1,525,58
11011,2018,South West,Q,   2-4,5,1575,279
11012,2018,South West,Q,   5-9,7,965,398
11013,2018,South West,Q,   10-19,16,1085,826
11014,2018,South West,Q,   20-49,33,1020,1668
11015,2018,South West,Q,   50-99,18,265,855
11016,2018,South West,Q,   100-199,10,75,397
11017,2018,South West,Q,   200-249,4,15,149
11018,2018,South West,Q,   250-499,8,25,201
11019,2018,South West,Q,   500 or more,17,10,459
11020,2018,South West,R,   1,*,285,36
11021,2018,South West,R,   2-4,3,1215,244
11022,2018,South West,R,   5-9,3,460,177
11023,2018,South West,R,   10-19,3,255,*
11024,2018,South West,R,   20-49,5,155,212
11025,2018,South West,R,   50-99,4,60,141
11026,2018,South West,R,   100-199,3,20,*
11027,2018,South West,R,   200-249,*,5,*
11028,2018,South West,R,   250-499,4,10,*
11029,2018,South West,R,   500 or more,*,5,*
11030,2018,South West,S,   1,*,1060,92
11031,2018,South West,S,   2-4,9,2725,407
11032,2018,South West,S,   5-9,8,1100,366
11033,2018,South West,S,   10-19,5,385,256
11034,2018,South West,S,   20-49,*,95,190
11035,2018,South West,S,   50-99,2,25,108
11036,2018,South West,S,   100-199,*,5,74
11037,2018,South West,S,   200-249,*,5,*
11038,2018,South West,S,   250-499,0,0,0
11039,2018,South West,S,   500 or more,*,5,*
11040,2018,Wales,A,   1,4,1350,339
11041,2018,Wales,A,   2-4,5,1325,575
11042,2018,Wales,A,   5-9,3,360,250
11043,2018,Wales,A,   10-19,1,110,127
11044,2018,Wales,A,   20-49,*,20,88
11045,2018,Wales,A,   50-99,*,5,*
11046,2018,Wales,A,   100-199,*,0,*
11047,2018,Wales,A,   200-249,0,0,0
11048,2018,Wales,A,   250-499,0,0,0
11049,2018,Wales,A,   500 or more,0,0,0
11050,2018,Wales,B,   1,0,15,*
11051,2018,Wales,B,   2-4,0,155,701
11052,2018,Wales,B,   5-9,1,90,88
11053,2018,Wales,B,   10-19,1,70,*
11054,2018,Wales,B,   20-49,1,25,209
11055,2018,Wales,B,   50-99,1,15,386
11056,2018,Wales,B,   100-199,*,5,*
11057,2018,Wales,B,   200-249,*,5,*
11058,2018,Wales,B,   250-499,*,0,*
11059,2018,Wales,B,   500 or more,*,0,*
11060,2018,Wales,C,   1,1,335,43
11061,2018,Wales,C,   2-4,4,1385,430
11062,2018,Wales,C,   5-9,5,730,443
11063,2018,Wales,C,   10-19,7,475,566
11064,2018,Wales,C,   20-49,11,365,1414
11065,2018,Wales,C,   50-99,13,185,1912
11066,2018,Wales,C,   100-199,15,105,2553
11067,2018,Wales,C,   200-249,5,25,864
11068,2018,Wales,C,   250-499,16,45,3190
11069,2018,Wales,C,   500 or more,47,30,14274
11070,2018,Wales,F,   1,3,1450,231
11071,2018,Wales,F,   2-4,11,3645,1068
11072,2018,Wales,F,   5-9,8,1160,782
11073,2018,Wales,F,   10-19,7,485,734
11074,2018,Wales,F,   20-49,7,235,740
11075,2018,Wales,F,   50-99,4,60,474
11076,2018,Wales,F,   100-199,3,20,468
11077,2018,Wales,F,   200-249,*,5,*
11078,2018,Wales,F,   250-499,*,5,*
11079,2018,Wales,F,   500 or more,*,0,*
11080,2018,Wales,G,   1,4,1635,*
11081,2018,Wales,G,   2-4,16,4800,1784
11082,2018,Wales,G,   5-9,17,2420,2028
11083,2018,Wales,G,   10-19,14,1045,2096
11084,2018,Wales,G,   20-49,13,440,2641
11085,2018,Wales,G,   50-99,7,105,1620
11086,2018,Wales,G,   100-199,5,40,1318
11087,2018,Wales,G,   200-249,1,5,*
11088,2018,Wales,G,   250-499,5,15,754
11089,2018,Wales,G,   500 or more,54,15,10463
11090,2018,Wales,H,   1,1,315,53
11091,2018,Wales,H,   2-4,3,830,222
11092,2018,Wales,H,   5-9,2,330,178
11093,2018,Wales,H,   10-19,3,210,246
11094,2018,Wales,H,   20-49,4,140,341
11095,2018,Wales,H,   50-99,3,40,277
11096,2018,Wales,H,   100-199,2,10,162
11097,2018,Wales,H,   200-249,*,0,*
11098,2018,Wales,H,   250-499,*,5,*
11099,2018,Wales,H,   500 or more,*,5,*
11100,2018,Wales,I,   1,*,900,*
11101,2018,Wales,I,   2-4,11,3040,438
11102,2018,Wales,I,   5-9,12,1665,406
11103,2018,Wales,I,   10-19,14,960,390
11104,2018,Wales,I,   20-49,14,480,405
11105,2018,Wales,I,   50-99,5,80,179
11106,2018,Wales,I,   100-199,3,20,138
11107,2018,Wales,I,   200-249,*,5,*
11108,2018,Wales,I,   250-499,2,5,57
11109,2018,Wales,I,   500 or more,6,5,247
11110,2018,Wales,J,   1,20,8900,1548
11111,2018,Wales,J,   2-4,81,25655,7255
11112,2018,Wales,J,   5-9,71,10100,5787
11113,2018,Wales,J,   10-19,74,5295,6038
11114,2018,Wales,J,   20-49,85,2820,7785
11115,2018,Wales,J,   50-99,56,825,6102
11116,2018,Wales,J,   100-199,50,355,6888
11117,2018,Wales,J,   200-249,13,60,1512
11118,2018,Wales,J,   250-499,41,115,5640
11119,2018,Wales,J,   500 or more,177,90,29104
11120,2018,Wales,K,   1,0,40,  ..
11121,2018,Wales,K,   2-4,1,400,  ..
11122,2018,Wales,K,   5-9,1,125,  ..
11123,2018,Wales,K,   10-19,1,45,  ..
11124,2018,Wales,K,   20-49,1,25,  ..
11125,2018,Wales,K,   50-99,1,15,  ..
11126,2018,Wales,K,   100-199,*,5,  ..
11127,2018,Wales,K,   200-249,0,0,  ..
11128,2018,Wales,K,   250-499,*,5,  ..
11129,2018,Wales,K,   500 or more,*,0,  ..
11130,2018,Wales,L,   1,0,130,*
11131,2018,Wales,L,   2-4,2,670,150
11132,2018,Wales,L,   5-9,2,225,115
11133,2018,Wales,L,   10-19,1,75,77
11134,2018,Wales,L,   20-49,1,40,*
11135,2018,Wales,L,   50-99,*,10,*
11136,2018,Wales,L,   100-199,*,10,*
11137,2018,Wales,L,   200-249,1,5,*
11138,2018,Wales,L,   250-499,*,5,*
11139,2018,Wales,L,   500 or more,*,5,*
11140,2018,Wales,M,   1,*,625,*
11141,2018,Wales,M,   2-4,8,3110,576
11142,2018,Wales,M,   5-9,6,810,503
11143,2018,Wales,M,   10-19,6,445,406
11144,2018,Wales,M,   20-49,7,220,472
11145,2018,Wales,M,   50-99,3,45,260
11146,2018,Wales,M,   100-199,3,20,432
11147,2018,Wales,M,   200-249,0,0,0
11148,2018,Wales,M,   250-499,*,5,*
11149,2018,Wales,M,   500 or more,*,5,*
11150,2018,Wales,N,   1,2,925,232
11151,2018,Wales,N,   2-4,6,1900,650
11152,2018,Wales,N,   5-9,4,610,423
11153,2018,Wales,N,   10-19,4,305,367
11154,2018,Wales,N,   20-49,6,195,394
11155,2018,Wales,N,   50-99,5,75,259
11156,2018,Wales,N,   100-199,4,30,403
11157,2018,Wales,N,   200-249,2,5,152
11158,2018,Wales,N,   250-499,4,10,124
11159,2018,Wales,N,   500 or more,32,15,814
11160,2018,Wales,P,   1,*,40,*
11161,2018,Wales,P,   2-4,1,295,*
11162,2018,Wales,P,   5-9,1,105,42
11163,2018,Wales,P,   10-19,1,80,54
11164,2018,Wales,P,   20-49,1,50,*
11165,2018,Wales,P,   50-99,1,10,43
11166,2018,Wales,P,   100-199,*,5,*
11167,2018,Wales,P,   200-249,*,0,*
11168,2018,Wales,P,   250-499,2,5,*
11169,2018,Wales,P,   500 or more,*,0,*
11170,2018,Wales,Q,   1,*,235,27
11171,2018,Wales,Q,   2-4,3,770,133
11172,2018,Wales,Q,   5-9,4,540,214
11173,2018,Wales,Q,   10-19,10,635,503
11174,2018,Wales,Q,   20-49,14,425,679
11175,2018,Wales,Q,   50-99,9,135,424
11176,2018,Wales,Q,   100-199,8,55,351
11177,2018,Wales,Q,   200-249,*,5,*
11178,2018,Wales,Q,   250-499,2,5,*
11179,2018,Wales,Q,   500 or more,*,10,*
11180,2018,Wales,R,   1,0,125,13
11181,2018,Wales,R,   2-4,1,480,*
11182,2018,Wales,R,   5-9,1,185,48
11183,2018,Wales,R,   10-19,1,100,*
11184,2018,Wales,R,   20-49,2,70,*
11185,2018,Wales,R,   50-99,1,20,43
11186,2018,Wales,R,   100-199,2,15,*
11187,2018,Wales,R,   200-249,*,0,*
11188,2018,Wales,R,   250-499,*,5,*
11189,2018,Wales,R,   500 or more,*,0,*
11190,2018,Wales,S,   1,*,720,55
11191,2018,Wales,S,   2-4,6,1670,210
11192,2018,Wales,S,   5-9,4,525,125
11193,2018,Wales,S,   10-19,2,135,99
11194,2018,Wales,S,   20-49,*,35,*
11195,2018,Wales,S,   50-99,*,10,*
11196,2018,Wales,S,   100-199,*,5,*
11197,2018,Wales,S,   200-249,0,0,0
11198,2018,Wales,S,   250-499,0,0,0
11199,2018,Wales,S,   500 or more,*,0,*
11200,2018,Scotland,A,   1,6,2270,603
11201,2018,Scotland,A,   2-4,12,3050,1261
11202,2018,Scotland,A,   5-9,8,990,901
11203,2018,Scotland,A,   10-19,5,375,603
11204,2018,Scotland,A,   20-49,3,100,354
11205,2018,Scotland,A,   50-99,*,35,*
11206,2018,Scotland,A,   100-199,2,15,270
11207,2018,Scotland,A,   200-249,*,5,*
11208,2018,Scotland,A,   250-499,3,10,390
11209,2018,Scotland,A,   500 or more,*,5,*
11210,2018,Scotland,B,   1,0,10,*
11211,2018,Scotland,B,   2-4,1,300,888
11212,2018,Scotland,B,   5-9,1,115,196
11213,2018,Scotland,B,   10-19,1,75,*
11214,2018,Scotland,B,   20-49,2,75,*
11215,2018,Scotland,B,   50-99,*,30,944
11216,2018,Scotland,B,   100-199,*,15,*
11217,2018,Scotland,B,   200-249,*,0,*
11218,2018,Scotland,B,   250-499,3,15,1280
11219,2018,Scotland,B,   500 or more,*,25,*
11220,2018,Scotland,C,   1,1,610,74
11221,2018,Scotland,C,   2-4,6,2120,590
11222,2018,Scotland,C,   5-9,7,1060,786
11223,2018,Scotland,C,   10-19,11,775,1031
11224,2018,Scotland,C,   20-49,18,590,2417
11225,2018,Scotland,C,   50-99,19,275,3080
11226,2018,Scotland,C,   100-199,21,155,3810
11227,2018,Scotland,C,   200-249,7,30,1149
11228,2018,Scotland,C,   250-499,21,60,5764
11229,2018,Scotland,C,   500 or more,41,40,12110
11230,2018,Scotland,F,   1,5,2110,329
11231,2018,Scotland,F,   2-4,16,5570,1810
11232,2018,Scotland,F,   5-9,13,2010,1567
11233,2018,Scotland,F,   10-19,15,1060,1519
11234,2018,Scotland,F,   20-49,15,465,1712
11235,2018,Scotland,F,   50-99,12,180,1700
11236,2018,Scotland,F,   100-199,6,40,869
11237,2018,Scotland,F,   200-249,4,20,480
11238,2018,Scotland,F,   250-499,10,25,1750
11239,2018,Scotland,F,   500 or more,13,10,1859
11240,2018,Scotland,G,   1,5,2395,493
11241,2018,Scotland,G,   2-4,26,7755,2895
11242,2018,Scotland,G,   5-9,27,3815,3333
11243,2018,Scotland,G,   10-19,23,1700,3917
11244,2018,Scotland,G,   20-49,23,750,3825
11245,2018,Scotland,G,   50-99,15,215,4485
11246,2018,Scotland,G,   100-199,12,85,3061
11247,2018,Scotland,G,   200-249,6,25,2112
11248,2018,Scotland,G,   250-499,9,25,2233
11249,2018,Scotland,G,   500 or more,56,20,13624
11250,2018,Scotland,H,   1,*,400,*
11251,2018,Scotland,H,   2-4,4,1210,492
11252,2018,Scotland,H,   5-9,4,550,425
11253,2018,Scotland,H,   10-19,5,380,667
11254,2018,Scotland,H,   20-49,7,235,913
11255,2018,Scotland,H,   50-99,6,90,752
11256,2018,Scotland,H,   100-199,4,30,690
11257,2018,Scotland,H,   200-249,*,0,*
11258,2018,Scotland,H,   250-499,6,20,946
11259,2018,Scotland,H,   500 or more,59,20,5716
11260,2018,Scotland,I,   1,2,1025,111
11261,2018,Scotland,I,   2-4,16,4575,653
11262,2018,Scotland,I,   5-9,22,2995,729
11263,2018,Scotland,I,   10-19,28,1995,836
11264,2018,Scotland,I,   20-49,29,1010,944
11265,2018,Scotland,I,   50-99,15,220,623
11266,2018,Scotland,I,   100-199,11,75,430
11267,2018,Scotland,I,   200-249,2,10,101
11268,2018,Scotland,I,   250-499,9,30,531
11269,2018,Scotland,I,   500 or more,11,10,423
11270,2018,Scotland,J,   1,30,13220,2326
11271,2018,Scotland,J,   2-4,139,45910,13181
11272,2018,Scotland,J,   5-9,126,17920,11457
11273,2018,Scotland,J,   10-19,142,10175,13214
11274,2018,Scotland,J,   20-49,147,4830,14534
11275,2018,Scotland,J,   50-99,111,1610,14953
11276,2018,Scotland,J,   100-199,96,685,13743
11277,2018,Scotland,J,   200-249,33,150,4967
11278,2018,Scotland,J,   250-499,96,280,15391
11279,2018,Scotland,J,   500 or more,546,220,96442
11280,2018,Scotland,K,   1,*,90, ..
11281,2018,Scotland,K,   2-4,2,595, ..
11282,2018,Scotland,K,   5-9,2,245, ..
11283,2018,Scotland,K,   10-19,1,90, ..
11284,2018,Scotland,K,   20-49,1,45, ..
11285,2018,Scotland,K,   50-99,1,15, ..
11286,2018,Scotland,K,   100-199,1,10, ..
11287,2018,Scotland,K,   200-249,*,0, ..
11288,2018,Scotland,K,   250-499,*,5, ..
11289,2018,Scotland,K,   500 or more,179,15, ..
11290,2018,Scotland,L,   1,0,175,35
11291,2018,Scotland,L,   2-4,4,1370,421
11292,2018,Scotland,L,   5-9,3,475,348
11293,2018,Scotland,L,   10-19,3,240,254
11294,2018,Scotland,L,   20-49,2,75,*
11295,2018,Scotland,L,   50-99,2,35,292
11296,2018,Scotland,L,   100-199,*,15,193
11297,2018,Scotland,L,   200-249,1,5,*
11298,2018,Scotland,L,   250-499,*,0,*
11299,2018,Scotland,L,   500 or more,*,5,*
11300,2018,Scotland,M,   1,2,1045,150
11301,2018,Scotland,M,   2-4,21,8680,1798
11302,2018,Scotland,M,   5-9,12,1730,1144
11303,2018,Scotland,M,   10-19,14,975,1484
11304,2018,Scotland,M,   20-49,14,435,1355
11305,2018,Scotland,M,   50-99,10,135,948
11306,2018,Scotland,M,   100-199,8,55,1161
11307,2018,Scotland,M,   200-249,4,15,270
11308,2018,Scotland,M,   250-499,8,20,1047
11309,2018,Scotland,M,   500 or more,25,15,6626
11310,2018,Scotland,N,   1,3,1255,296
11311,2018,Scotland,N,   2-4,9,3130,1147
11312,2018,Scotland,N,   5-9,7,1060,824
11313,2018,Scotland,N,   10-19,9,640,1103
11314,2018,Scotland,N,   20-49,8,280,706
11315,2018,Scotland,N,   50-99,10,145,1054
11316,2018,Scotland,N,   100-199,11,85,870
11317,2018,Scotland,N,   200-249,4,20,247
11318,2018,Scotland,N,   250-499,10,25,533
11319,2018,Scotland,N,   500 or more,69,35,2979
11320,2018,Scotland,P,   1,*,80,*
11321,2018,Scotland,P,   2-4,1,445,*
11322,2018,Scotland,P,   5-9,1,200,*
11323,2018,Scotland,P,   10-19,2,135,*
11324,2018,Scotland,P,   20-49,2,55,*
11325,2018,Scotland,P,   50-99,1,10,*
11326,2018,Scotland,P,   100-199,1,5,*
11327,2018,Scotland,P,   200-249,0,0,0
11328,2018,Scotland,P,   250-499,2,5,*
11329,2018,Scotland,P,   500 or more,*,0,*
11330,2018,Scotland,Q,   1,1,255,28
11331,2018,Scotland,Q,   2-4,3,975,209
11332,2018,Scotland,Q,   5-9,8,1010,455
11333,2018,Scotland,Q,   10-19,16,965,829
11334,2018,Scotland,Q,   20-49,12,400,598
11335,2018,Scotland,Q,   50-99,9,130,418
11336,2018,Scotland,Q,   100-199,8,55,323
11337,2018,Scotland,Q,   200-249,2,10,*
11338,2018,Scotland,Q,   250-499,7,25,*
11339,2018,Scotland,Q,   500 or more,12,10,*
11340,2018,Scotland,R,   1,*,190,*
11341,2018,Scotland,R,   2-4,2,720,*
11342,2018,Scotland,R,   5-9,2,280,*
11343,2018,Scotland,R,   10-19,3,190,*
11344,2018,Scotland,R,   20-49,4,120,*
11345,2018,Scotland,R,   50-99,3,40,*
11346,2018,Scotland,R,   100-199,2,15,*
11347,2018,Scotland,R,   200-249,*,5,*
11348,2018,Scotland,R,   250-499,3,10,*
11349,2018,Scotland,R,   500 or more,8,5,*
11350,2018,Scotland,S,   1,3,1235,*
11351,2018,Scotland,S,   2-4,10,2980,419
11352,2018,Scotland,S,   5-9,6,930,278
11353,2018,Scotland,S,   10-19,4,330,197
11354,2018,Scotland,S,   20-49,2,70,*
11355,2018,Scotland,S,   50-99,*,15,*
11356,2018,Scotland,S,   100-199,*,10,*
11357,2018,Scotland,S,   200-249,0,0,0
11358,2018,Scotland,S,   250-499,*,0,*
11359,2018,Scotland,S,   500 or more,*,0,*
11360,2018,Northern Ireland,A,   1,4,1470,370
11361,2018,Northern Ireland,A,   2-4,5,1285,552
11362,2018,Northern Ireland,A,   5-9,3,385,300
11363,2018,Northern Ireland,A,   10-19,2,115,*
11364,2018,Northern Ireland,A,   20-49,*,20,*
11365,2018,Northern Ireland,A,   50-99,*,10,*
11366,2018,Northern Ireland,A,   100-199,*,5,*
11367,2018,Northern Ireland,A,   200-249,0,0,0
11368,2018,Northern Ireland,A,   250-499,0,0,0
11369,2018,Northern Ireland,A,   500 or more,0,0,0
11370,2018,Northern Ireland,B,   1,0,25,3
11371,2018,Northern Ireland,B,   2-4,0,120,40
11372,2018,Northern Ireland,B,   5-9,0,55,73
11373,2018,Northern Ireland,B,   10-19,1,40,225
11374,2018,Northern Ireland,B,   20-49,1,40,*
11375,2018,Northern Ireland,B,   50-99,*,10,303
11376,2018,Northern Ireland,B,   100-199,1,5,636
11377,2018,Northern Ireland,B,   200-249,0,0,0
11378,2018,Northern Ireland,B,   250-499,*,0,*
11379,2018,Northern Ireland,B,   500 or more,0,0,0
11380,2018,Northern Ireland,C,   1,1,445,55
11381,2018,Northern Ireland,C,   2-4,3,940,280
11382,2018,Northern Ireland,C,   5-9,4,520,328
11383,2018,Northern Ireland,C,   10-19,5,350,576
11384,2018,Northern Ireland,C,   20-49,8,260,1076
11385,2018,Northern Ireland,C,   50-99,8,110,1476
11386,2018,Northern Ireland,C,   100-199,9,65,2085
11387,2018,Northern Ireland,C,   200-249,2,10,335
11388,2018,Northern Ireland,C,   250-499,7,20,1258
11389,2018,Northern Ireland,C,   500 or more,32,20,5543
11390,2018,Northern Ireland,F,   1,3,1465,182
11391,2018,Northern Ireland,F,   2-4,7,2110,708
11392,2018,Northern Ireland,F,   5-9,4,615,546
11393,2018,Northern Ireland,F,   10-19,4,330,643
11394,2018,Northern Ireland,F,   20-49,6,180,950
11395,2018,Northern Ireland,F,   50-99,3,40,612
11396,2018,Northern Ireland,F,   100-199,2,15,411
11397,2018,Northern Ireland,F,   200-249,*,0,*
11398,2018,Northern Ireland,F,   250-499,*,5,*
11399,2018,Northern Ireland,F,   500 or more,*,0,*
11400,2018,Northern Ireland,G,   1,3,1575,352
11401,2018,Northern Ireland,G,   2-4,11,3170,2049
11402,2018,Northern Ireland,G,   5-9,10,1460,1866
11403,2018,Northern Ireland,G,   10-19,12,890,2507
11404,2018,Northern Ireland,G,   20-49,15,505,3714
11405,2018,Northern Ireland,G,   50-99,10,140,2277
11406,2018,Northern Ireland,G,   100-199,7,50,1862
11407,2018,Northern Ireland,G,   200-249,2,10,640
11408,2018,Northern Ireland,G,   250-499,5,15,1256
11409,2018,Northern Ireland,G,   500 or more,39,10,4391
11410,2018,Northern Ireland,H,   1,*,275,*
11411,2018,Northern Ireland,H,   2-4,2,475,201
11412,2018,Northern Ireland,H,   5-9,2,215,184
11413,2018,Northern Ireland,H,   10-19,1,110,192
11414,2018,Northern Ireland,H,   20-49,3,85,553
11415,2018,Northern Ireland,H,   50-99,2,25,228
11416,2018,Northern Ireland,H,   100-199,2,15,311
11417,2018,Northern Ireland,H,   200-249,*,0,*
11418,2018,Northern Ireland,H,   250-499,*,5,*
11419,2018,Northern Ireland,H,   500 or more,*,5,*
11420,2018,Northern Ireland,I,   1,*,325,*
11421,2018,Northern Ireland,I,   2-4,5,1205,184
11422,2018,Northern Ireland,I,   5-9,6,755,177
11423,2018,Northern Ireland,I,   10-19,6,455,196
11424,2018,Northern Ireland,I,   20-49,9,295,300
11425,2018,Northern Ireland,I,   50-99,5,80,180
11426,2018,Northern Ireland,I,   100-199,4,35,149
11427,2018,Northern Ireland,I,   200-249,*,10,*
11428,2018,Northern Ireland,I,   250-499,3,10,120
11429,2018,Northern Ireland,I,   500 or more,*,5,*
11430,2018,Northern Ireland,J,   1,16,7430,1229
11431,2018,Northern Ireland,J,   2-4,48,14185,4914
11432,2018,Northern Ireland,J,   5-9,41,5795,4195
11433,2018,Northern Ireland,J,   10-19,47,3355,5497
11434,2018,Northern Ireland,J,   20-49,59,1900,7977
11435,2018,Northern Ireland,J,   50-99,40,575,5664
11436,2018,Northern Ireland,J,   100-199,36,265,6018
11437,2018,Northern Ireland,J,   200-249,11,50,1376
11438,2018,Northern Ireland,J,   250-499,28,85,4731
11439,2018,Northern Ireland,J,   500 or more,105,60,11132
11440,2018,Northern Ireland,K,   1,*,80,..
11441,2018,Northern Ireland,K,   2-4,1,265, ..
11442,2018,Northern Ireland,K,   5-9,1,90,..
11443,2018,Northern Ireland,K,   10-19,0,30, ..
11444,2018,Northern Ireland,K,   20-49,1,20,..
11445,2018,Northern Ireland,K,   50-99,1,10, ..
11446,2018,Northern Ireland,K,   100-199,*,5,..
11447,2018,Northern Ireland,K,   200-249,*,0, ..
11448,2018,Northern Ireland,K,   250-499,*,0,..
11449,2018,Northern Ireland,K,   500 or more,*,5, ..
11450,2018,Northern Ireland,L,   1,0,95,*
11451,2018,Northern Ireland,L,   2-4,1,385,100
