,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
5038,2015,South East,J,   250-499,185,530,34684
5039,2015,South East,J,   500 or more,1272,580,371499
5040,2015,South East,K,   1,*,180, ..
5041,2015,South East,K,   2-4,5,1730, ..
5042,2015,South East,K,   5-9,4,535, ..
5043,2015,South East,K,   10-19,*,250, ..
5044,2015,South East,K,   20-49,4,130, ..
5045,2015,South East,K,   50-99,3,50, ..
5046,2015,South East,K,   100-199,6,40, ..
5047,2015,South East,K,   200-249,*,5, ..
5048,2015,South East,K,   250-499,6,20, ..
5049,2015,South East,K,   500 or more,55,30, ..
5050,2015,South East,L,   1,*,350,*
5051,2015,South East,L,   2-4,10,3395,971
5052,2015,South East,L,   5-9,9,1295,883
5053,2015,South East,L,   10-19,7,515,786
5054,2015,South East,L,   20-49,4,130,351
5055,2015,South East,L,   50-99,2,30,209
5056,2015,South East,L,   100-199,3,25,491
5057,2015,South East,L,   200-249,*,0,*
5058,2015,South East,L,   250-499,*,5,*
5059,2015,South East,L,   500 or more,9,10,1099
5060,2015,South East,M,   1,5,2310,290
5061,2015,South East,M,   2-4,52,21200,6200
5062,2015,South East,M,   5-9,27,4085,3225
5063,2015,South East,M,   10-19,29,2135,3037
5064,2015,South East,M,   20-49,28,915,3207
5065,2015,South East,M,   50-99,21,305,3151
5066,2015,South East,M,   100-199,18,125,2037
5067,2015,South East,M,   200-249,6,30,1060
5068,2015,South East,M,   250-499,17,50,2574
5069,2015,South East,M,   500 or more,101,55,13367
5070,2015,South East,N,   1,6,2755,642
5071,2015,South East,N,   2-4,25,8840,3285
5072,2015,South East,N,   5-9,20,3030,2813
5073,2015,South East,N,   10-19,21,1560,2771
5074,2015,South East,N,   20-49,26,850,3552
5075,2015,South East,N,   50-99,28,395,2588
5076,2015,South East,N,   100-199,24,175,1756
5077,2015,South East,N,   200-249,7,35,966
5078,2015,South East,N,   250-499,23,65,1341
5079,2015,South East,N,   500 or more,215,85,18874
5080,2015,South East,P,   1,0,155,*
5081,2015,South East,P,   2-4,4,1515,326
5082,2015,South East,P,   5-9,6,855,465
5083,2015,South East,P,   10-19,6,465,*
5084,2015,South East,P,   20-49,7,235,407
5085,2015,South East,P,   50-99,5,70,*
5086,2015,South East,P,   100-199,8,60,377
5087,2015,South East,P,   200-249,4,20,*
5088,2015,South East,P,   250-499,6,15,*
5089,2015,South East,P,   500 or more,20,15,1026
5090,2015,South East,Q,   1,2,775,87
5091,2015,South East,Q,   2-4,9,2940,531
5092,2015,South East,Q,   5-9,14,1830,699
5093,2015,South East,Q,   10-19,25,1625,1277
5094,2015,South East,Q,   20-49,47,1475,2377
5095,2015,South East,Q,   50-99,27,390,1249
5096,2015,South East,Q,   100-199,20,150,840
5097,2015,South East,Q,   200-249,5,20,201
5098,2015,South East,Q,   250-499,15,40,409
5099,2015,South East,Q,   500 or more,33,25,883
5100,2015,South East,R,   1,*,455,*
5101,2015,South East,R,   2-4,6,2105,429
5102,2015,South East,R,   5-9,5,755,308
5103,2015,South East,R,   10-19,6,405,255
5104,2015,South East,R,   20-49,8,270,*
5105,2015,South East,R,   50-99,6,90,451
5106,2015,South East,R,   100-199,6,40,600
5107,2015,South East,R,   200-249,*,5,*
5108,2015,South East,R,   250-499,8,25,403
5109,2015,South East,R,   500 or more,38,15,3315
5110,2015,South East,S,   1,3,1535,*
5111,2015,South East,S,   2-4,16,5000,902
5112,2015,South East,S,   5-9,15,2230,787
5113,2015,South East,S,   10-19,12,895,814
5114,2015,South East,S,   20-49,8,275,567
5115,2015,South East,S,   50-99,*,50,251
5116,2015,South East,S,   100-199,*,15,*
5117,2015,South East,S,   200-249,0,0,0
5118,2015,South East,S,   250-499,*,5,*
5119,2015,South East,S,   500 or more,*,5,*
5120,2015,South West,A,   1,9,3405,690
5121,2015,South West,A,   2-4,15,3935,1464
5122,2015,South West,A,   5-9,8,1060,729
5123,2015,South West,A,   10-19,4,290,432
5124,2015,South West,A,   20-49,3,105,234
5125,2015,South West,A,   50-99,*,30,*
5126,2015,South West,A,   100-199,*,5,*
5127,2015,South West,A,   200-249,*,0,*
5128,2015,South West,A,   250-499,*,0,*
5129,2015,South West,A,   500 or more,*,0,*
5130,2015,South West,B,   1,0,35,5
5131,2015,South West,B,   2-4,1,295,164
5132,2015,South West,B,   5-9,1,150,*
5133,2015,South West,B,   10-19,1,90,147
5134,2015,South West,B,   20-49,1,40,208
5135,2015,South West,B,   50-99,1,20,310
5136,2015,South West,B,   100-199,*,5,*
5137,2015,South West,B,   200-249,*,5,*
5138,2015,South West,B,   250-499,*,5,*
5139,2015,South West,B,   500 or more,*,5,*
5140,2015,South West,C,   1,1,620,75
5141,2015,South West,C,   2-4,9,3065,722
5142,2015,South West,C,   5-9,12,1730,896
5143,2015,South West,C,   10-19,15,1115,1386
5144,2015,South West,C,   20-49,25,800,4457
5145,2015,South West,C,   50-99,18,265,2253
5146,2015,South West,C,   100-199,23,155,3967
5147,2015,South West,C,   200-249,4,20,571
5148,2015,South West,C,   250-499,21,65,3286
5149,2015,South West,C,   500 or more,61,35,20305
5150,2015,South West,F,   1,6,2720,429
5151,2015,South West,F,   2-4,25,8750,2751
5152,2015,South West,F,   5-9,17,2595,1675
5153,2015,South West,F,   10-19,15,1140,1748
5154,2015,South West,F,   20-49,13,425,1649
5155,2015,South West,F,   50-99,7,110,1136
5156,2015,South West,F,   100-199,*,35,678
5157,2015,South West,F,   200-249,*,5,*
5158,2015,South West,F,   250-499,*,5,*
5159,2015,South West,F,   500 or more,*,10,*
5160,2015,South West,G,   1,6,2450,510
5161,2015,South West,G,   2-4,32,9670,3458
5162,2015,South West,G,   5-9,35,5040,4296
5163,2015,South West,G,   10-19,31,2270,4808
5164,2015,South West,G,   20-49,30,1005,5959
5165,2015,South West,G,   50-99,18,255,4420
5166,2015,South West,G,   100-199,16,115,3446
5167,2015,South West,G,   200-249,5,20,1618
5168,2015,South West,G,   250-499,14,40,2909
5169,2015,South West,G,   500 or more,89,30,13953
5170,2015,South West,H,   1,1,420,*
5171,2015,South West,H,   2-4,4,1225,375
5172,2015,South West,H,   5-9,4,565,317
5173,2015,South West,H,   10-19,5,390,441
5174,2015,South West,H,   20-49,7,215,607
5175,2015,South West,H,   50-99,5,70,475
5176,2015,South West,H,   100-199,5,35,574
5177,2015,South West,H,   200-249,*,5,*
5178,2015,South West,H,   250-499,*,5,*
5179,2015,South West,H,   500 or more,30,15,3294
5180,2015,South West,I,   1,3,1195,137
5181,2015,South West,I,   2-4,17,4670,707
5182,2015,South West,I,   5-9,25,3415,827
5183,2015,South West,I,   10-19,31,2210,902
5184,2015,South West,I,   20-49,32,1125,931
5185,2015,South West,I,   50-99,13,195,477
5186,2015,South West,I,   100-199,7,55,292
5187,2015,South West,I,   200-249,2,10,104
5188,2015,South West,I,   250-499,7,20,220
5189,2015,South West,I,   500 or more,17,15,790
5190,2015,South West,J,   1,37,16205,2703
5191,2015,South West,J,   2-4,177,58905,15584
5192,2015,South West,J,   5-9,161,23175,13930
5193,2015,South West,J,   10-19,168,12120,14309
5194,2015,South West,J,   20-49,196,6450,19544
5195,2015,South West,J,   50-99,121,1760,13265
5196,2015,South West,J,   100-199,99,715,11738
5197,2015,South West,J,   200-249,26,115,3514
5198,2015,South West,J,   250-499,89,260,10396
5199,2015,South West,J,   500 or more,418,210,64715
5200,2015,South West,K,   1,*,110, ..
5201,2015,South West,K,   2-4,2,910, ..
5202,2015,South West,K,   5-9,2,290, ..
5203,2015,South West,K,   10-19,2,115, ..
5204,2015,South West,K,   20-49,2,75, ..
5205,2015,South West,K,   50-99,2,25, ..
5206,2015,South West,K,   100-199,2,15, ..
5207,2015,South West,K,   200-249,*,5, ..
5208,2015,South West,K,   250-499,*,5, ..
5209,2015,South West,K,   500 or more,38,15, ..
5210,2015,South West,L,   1,*,230,35
5211,2015,South West,L,   2-4,5,1885,477
5212,2015,South West,L,   5-9,5,735,369
5213,2015,South West,L,   10-19,4,280,448
5214,2015,South West,L,   20-49,2,85,231
5215,2015,South West,L,   50-99,2,20,220
5216,2015,South West,L,   100-199,1,10,*
5217,2015,South West,L,   200-249,0,0,0
5218,2015,South West,L,   250-499,*,5,*
5219,2015,South West,L,   500 or more,*,10,*
5220,2015,South West,M,   1,3,1400,178
5221,2015,South West,M,   2-4,24,9650,2142
5222,2015,South West,M,   5-9,14,2120,1136
5223,2015,South West,M,   10-19,15,1070,1178
5224,2015,South West,M,   20-49,16,530,1357
5225,2015,South West,M,   50-99,10,145,969
5226,2015,South West,M,   100-199,8,50,823
5227,2015,South West,M,   200-249,4,15,362
5228,2015,South West,M,   250-499,8,20,673
5229,2015,South West,M,   500 or more,21,15,1331
5230,2015,South West,N,   1,3,1655,380
5231,2015,South West,N,   2-4,13,4410,1466
5232,2015,South West,N,   5-9,11,1565,1231
5233,2015,South West,N,   10-19,11,780,925
5234,2015,South West,N,   20-49,12,405,947
5235,2015,South West,N,   50-99,13,185,944
5236,2015,South West,N,   100-199,13,95,487
5237,2015,South West,N,   200-249,2,10,107
5238,2015,South West,N,   250-499,10,30,836
5239,2015,South West,N,   500 or more,77,35,2171
5240,2015,South West,P,   1,*,110,*
5241,2015,South West,P,   2-4,2,790,243
5242,2015,South West,P,   5-9,3,430,*
5243,2015,South West,P,   10-19,3,210,153
5244,2015,South West,P,   20-49,3,110,175
5245,2015,South West,P,   50-99,*,40,*
5246,2015,South West,P,   100-199,3,20,*
5247,2015,South West,P,   200-249,*,0,*
5248,2015,South West,P,   250-499,6,15,*
5249,2015,South West,P,   500 or more,*,5,*
5250,2015,South West,Q,   1,*,500,54
5251,2015,South West,Q,   2-4,*,1510,*
5252,2015,South West,Q,   5-9,*,1055,389
5253,2015,South West,Q,   10-19,17,1095,829
5254,2015,South West,Q,   20-49,34,1065,1702
5255,2015,South West,Q,   50-99,17,245,762
5256,2015,South West,Q,   100-199,9,70,381
5257,2015,South West,Q,   200-249,*,15,117
5258,2015,South West,Q,   250-499,8,25,208
5259,2015,South West,Q,   500 or more,*,10,*
5260,2015,South West,R,   1,1,270,*
5261,2015,South West,R,   2-4,*,1210,*
5262,2015,South West,R,   5-9,*,495,187
5263,2015,South West,R,   10-19,3,255,*
5264,2015,South West,R,   20-49,5,150,203
5265,2015,South West,R,   50-99,4,55,*
5266,2015,South West,R,   100-199,3,20,*
5267,2015,South West,R,   200-249,*,5,*
5268,2015,South West,R,   250-499,*,10,*
5269,2015,South West,R,   500 or more,*,5,*
5270,2015,South West,S,   1,2,960,82
5271,2015,South West,S,   2-4,9,2780,387
5272,2015,South West,S,   5-9,8,1190,390
5273,2015,South West,S,   10-19,5,395,*
5274,2015,South West,S,   20-49,3,95,170
5275,2015,South West,S,   50-99,2,25,100
5276,2015,South West,S,   100-199,*,5,*
5277,2015,South West,S,   200-249,*,0,*
5278,2015,South West,S,   250-499,0,0,0
5279,2015,South West,S,   500 or more,*,0,*
5280,2015,Wales,A,   1,4,1325,*
5281,2015,Wales,A,   2-4,5,1370,561
5282,2015,Wales,A,   5-9,3,370,243
5283,2015,Wales,A,   10-19,2,110,125
5284,2015,Wales,A,   20-49,1,20,70
5285,2015,Wales,A,   50-99,*,5,*
5286,2015,Wales,A,   100-199,*,5,*
5287,2015,Wales,A,   200-249,0,0,0
5288,2015,Wales,A,   250-499,0,0,0
5289,2015,Wales,A,   500 or more,*,0,*
5290,2015,Wales,B,   1,0,10,*
5291,2015,Wales,B,   2-4,*,140,*
5292,2015,Wales,B,   5-9,1,105,159
5293,2015,Wales,B,   10-19,*,65,*
5294,2015,Wales,B,   20-49,*,30,196
5295,2015,Wales,B,   50-99,1,20,395
5296,2015,Wales,B,   100-199,*,5,*
5297,2015,Wales,B,   200-249,*,0,*
5298,2015,Wales,B,   250-499,*,0,*
5299,2015,Wales,B,   500 or more,*,0,*
5300,2015,Wales,C,   1,1,330,43
5301,2015,Wales,C,   2-4,4,1365,357
5302,2015,Wales,C,   5-9,5,765,439
5303,2015,Wales,C,   10-19,7,475,540
5304,2015,Wales,C,   20-49,11,370,1323
5305,2015,Wales,C,   50-99,13,185,1975
5306,2015,Wales,C,   100-199,13,95,2076
5307,2015,Wales,C,   200-249,6,25,926
5308,2015,Wales,C,   250-499,15,40,2867
5309,2015,Wales,C,   500 or more,45,25,13912
5310,2015,Wales,F,   1,3,1495,*
5311,2015,Wales,F,   2-4,10,3525,945
5312,2015,Wales,F,   5-9,8,1225,776
5313,2015,Wales,F,   10-19,7,505,723
5314,2015,Wales,F,   20-49,7,225,682
5315,2015,Wales,F,   50-99,4,60,455
5316,2015,Wales,F,   100-199,3,20,389
5317,2015,Wales,F,   200-249,*,0,*
5318,2015,Wales,F,   250-499,*,5,*
5319,2015,Wales,F,   500 or more,*,5,*
5320,2015,Wales,G,   1,*,1680,*
5321,2015,Wales,G,   2-4,16,4785,1722
5322,2015,Wales,G,   5-9,17,2525,2005
5323,2015,Wales,G,   10-19,14,1055,2205
5324,2015,Wales,G,   20-49,13,440,2542
5325,2015,Wales,G,   50-99,7,100,1407
5326,2015,Wales,G,   100-199,5,40,1411
5327,2015,Wales,G,   200-249,*,5,*
5328,2015,Wales,G,   250-499,6,15,*
5329,2015,Wales,G,   500 or more,52,10,9689
5330,2015,Wales,H,   1,*,325,44
5331,2015,Wales,H,   2-4,3,805,221
5332,2015,Wales,H,   5-9,2,345,169
5333,2015,Wales,H,   10-19,*,215,199
5334,2015,Wales,H,   20-49,4,140,378
5335,2015,Wales,H,   50-99,*,35,226
5336,2015,Wales,H,   100-199,2,10,157
5337,2015,Wales,H,   200-249,*,5,*
5338,2015,Wales,H,   250-499,*,5,*
5339,2015,Wales,H,   500 or more,*,5,*
5340,2015,Wales,I,   1,2,910,*
5341,2015,Wales,I,   2-4,10,2910,415
5342,2015,Wales,I,   5-9,13,1765,418
5343,2015,Wales,I,   10-19,13,945,375
5344,2015,Wales,I,   20-49,13,460,380
5345,2015,Wales,I,   50-99,5,65,144
5346,2015,Wales,I,   100-199,3,25,97
5347,2015,Wales,I,   200-249,*,5,*
5348,2015,Wales,I,   250-499,*,5,*
5349,2015,Wales,I,   500 or more,*,5,*
5350,2015,Wales,J,   1,20,8955,1502
5351,2015,Wales,J,   2-4,80,25275,6292
5352,2015,Wales,J,   5-9,75,10710,5854
5353,2015,Wales,J,   10-19,75,5365,6095
5354,2015,Wales,J,   20-49,85,2805,7556
5355,2015,Wales,J,   50-99,54,780,5837
5356,2015,Wales,J,   100-199,46,340,6272
5357,2015,Wales,J,   200-249,15,65,1733
5358,2015,Wales,J,   250-499,38,110,5246
5359,2015,Wales,J,   500 or more,177,90,28281
5360,2015,Wales,K,   1,0,40,  ..
5361,2015,Wales,K,   2-4,*,365,  ..
5362,2015,Wales,K,   5-9,1,120,  ..
5363,2015,Wales,K,   10-19,*,45,  ..
5364,2015,Wales,K,   20-49,*,35,  ..
5365,2015,Wales,K,   50-99,*,5,  ..
5366,2015,Wales,K,   100-199,*,5,  ..
5367,2015,Wales,K,   200-249,0,0,  ..
5368,2015,Wales,K,   250-499,*,5,  ..
5369,2015,Wales,K,   500 or more,*,0,  ..
5370,2015,Wales,L,   1,*,120,*
5371,2015,Wales,L,   2-4,*,665,135
5372,2015,Wales,L,   5-9,2,235,112
5373,2015,Wales,L,   10-19,1,75,73
5374,2015,Wales,L,   20-49,1,40,79
5375,2015,Wales,L,   50-99,*,10,*
5376,2015,Wales,L,   100-199,*,10,*
5377,2015,Wales,L,   200-249,*,5,*
5378,2015,Wales,L,   250-499,*,10,*
5379,2015,Wales,L,   500 or more,0,0,0
5380,2015,Wales,M,   1,1,655,*
5381,2015,Wales,M,   2-4,8,3100,536
5382,2015,Wales,M,   5-9,6,855,435
5383,2015,Wales,M,   10-19,6,445,505
5384,2015,Wales,M,   20-49,7,220,444
5385,2015,Wales,M,   50-99,3,45,251
5386,2015,Wales,M,   100-199,*,15,402
5387,2015,Wales,M,   200-249,*,5,*
5388,2015,Wales,M,   250-499,*,5,*
5389,2015,Wales,M,   500 or more,*,5,*
5390,2015,Wales,N,   1,2,910,214
5391,2015,Wales,N,   2-4,6,1910,669
5392,2015,Wales,N,   5-9,5,685,473
5393,2015,Wales,N,   10-19,4,310,339
5394,2015,Wales,N,   20-49,6,185,349
5395,2015,Wales,N,   50-99,5,70,298
5396,2015,Wales,N,   100-199,4,25,411
5397,2015,Wales,N,   200-249,*,5,*
5398,2015,Wales,N,   250-499,*,5,*
5399,2015,Wales,N,   500 or more,36,15,787
5400,2015,Wales,P,   1,*,40,*
5401,2015,Wales,P,   2-4,1,310,*
5402,2015,Wales,P,   5-9,1,110,*
5403,2015,Wales,P,   10-19,1,85,*
5404,2015,Wales,P,   20-49,1,45,*
5405,2015,Wales,P,   50-99,1,10,*
5406,2015,Wales,P,   100-199,*,5,*
5407,2015,Wales,P,   200-249,*,5,*
5408,2015,Wales,P,   250-499,*,0,*
5409,2015,Wales,P,   500 or more,*,5,*
5410,2015,Wales,Q,   1,*,255,*
5411,2015,Wales,Q,   2-4,2,740,128
5412,2015,Wales,Q,   5-9,5,590,229
5413,2015,Wales,Q,   10-19,10,645,512
5414,2015,Wales,Q,   20-49,14,435,698
5415,2015,Wales,Q,   50-99,*,130,393
5416,2015,Wales,Q,   100-199,8,60,354
5417,2015,Wales,Q,   200-249,*,0,*
5418,2015,Wales,Q,   250-499,*,5,*
5419,2015,Wales,Q,   500 or more,*,10,*
5420,2015,Wales,R,   1,*,125,*
5421,2015,Wales,R,   2-4,1,460,72
5422,2015,Wales,R,   5-9,1,210,*
5423,2015,Wales,R,   10-19,1,110,49
5424,2015,Wales,R,   20-49,2,70,*
5425,2015,Wales,R,   50-99,*,15,39
5426,2015,Wales,R,   100-199,*,10,*
5427,2015,Wales,R,   200-249,*,5,*
5428,2015,Wales,R,   250-499,*,5,*
5429,2015,Wales,R,   500 or more,*,0,*
5430,2015,Wales,S,   1,1,675,52
5431,2015,Wales,S,   2-4,6,1675,198
5432,2015,Wales,S,   5-9,4,565,*
5433,2015,Wales,S,   10-19,2,150,86
5434,2015,Wales,S,   20-49,*,35,*
5435,2015,Wales,S,   50-99,*,10,*
5436,2015,Wales,S,   100-199,*,5,*
5437,2015,Wales,S,   200-249,0,0,0
5438,2015,Wales,S,   250-499,0,0,0
5439,2015,Wales,S,   500 or more,*,0,*
5440,2015,Scotland,A,   1,6,2240,577
5441,2015,Scotland,A,   2-4,12,3115,1203
5442,2015,Scotland,A,   5-9,8,1080,950
5443,2015,Scotland,A,   10-19,5,365,556
5444,2015,Scotland,A,   20-49,3,95,415
5445,2015,Scotland,A,   50-99,2,25,*
5446,2015,Scotland,A,   100-199,3,20,327
5447,2015,Scotland,A,   200-249,*,0,*
5448,2015,Scotland,A,   250-499,*,5,*
5449,2015,Scotland,A,   500 or more,*,5,*
5450,2015,Scotland,B,   1,0,20,2
5451,2015,Scotland,B,   2-4,1,255,482
5452,2015,Scotland,B,   5-9,1,130,209
5453,2015,Scotland,B,   10-19,1,70,139
5454,2015,Scotland,B,   20-49,*,60,*
5455,2015,Scotland,B,   50-99,3,45,*
5456,2015,Scotland,B,   100-199,2,15,766
5457,2015,Scotland,B,   200-249,*,10,*
5458,2015,Scotland,B,   250-499,3,10,1400
5459,2015,Scotland,B,   500 or more,*,25,*
5460,2015,Scotland,C,   1,1,635,78
5461,2015,Scotland,C,   2-4,6,2050,459
5462,2015,Scotland,C,   5-9,8,1105,842
5463,2015,Scotland,C,   10-19,11,780,1010
5464,2015,Scotland,C,   20-49,18,590,1992
5465,2015,Scotland,C,   50-99,19,280,3084
5466,2015,Scotland,C,   100-199,22,165,3546
5467,2015,Scotland,C,   200-249,7,30,1272
5468,2015,Scotland,C,   250-499,24,70,5759
5469,2015,Scotland,C,   500 or more,41,40,10995
5470,2015,Scotland,F,   1,5,2145,313
5471,2015,Scotland,F,   2-4,16,5500,1767
5472,2015,Scotland,F,   5-9,14,2055,1463
5473,2015,Scotland,F,   10-19,14,1055,1442
5474,2015,Scotland,F,   20-49,15,470,1573
5475,2015,Scotland,F,   50-99,11,165,1378
5476,2015,Scotland,F,   100-199,6,45,1046
5477,2015,Scotland,F,   200-249,4,20,642
5478,2015,Scotland,F,   250-499,7,20,1317
5479,2015,Scotland,F,   500 or more,11,10,1709
5480,2015,Scotland,G,   1,6,2510,516
5481,2015,Scotland,G,   2-4,26,7610,2718
5482,2015,Scotland,G,   5-9,28,4065,3449
5483,2015,Scotland,G,   10-19,24,1745,3867
5484,2015,Scotland,G,   20-49,22,750,3833
5485,2015,Scotland,G,   50-99,15,215,4416
5486,2015,Scotland,G,   100-199,12,85,3264
5487,2015,Scotland,G,   200-249,4,20,1279
5488,2015,Scotland,G,   250-499,9,25,2365
5489,2015,Scotland,G,   500 or more,57,20,13251
5490,2015,Scotland,H,   1,*,440,*
5491,2015,Scotland,H,   2-4,4,1090,420
5492,2015,Scotland,H,   5-9,4,585,401
5493,2015,Scotland,H,   10-19,6,395,658
5494,2015,Scotland,H,   20-49,7,225,780
5495,2015,Scotland,H,   50-99,6,85,770
5496,2015,Scotland,H,   100-199,4,30,582
5497,2015,Scotland,H,   200-249,*,5,*
5498,2015,Scotland,H,   250-499,6,20,1067
5499,2015,Scotland,H,   500 or more,54,15,5586
5500,2015,Scotland,I,   1,*,1050,*
5501,2015,Scotland,I,   2-4,15,4320,623
5502,2015,Scotland,I,   5-9,23,3150,770
5503,2015,Scotland,I,   10-19,28,2035,858
5504,2015,Scotland,I,   20-49,29,995,912
5505,2015,Scotland,I,   50-99,14,205,532
5506,2015,Scotland,I,   100-199,10,75,429
5507,2015,Scotland,I,   200-249,*,10,*
5508,2015,Scotland,I,   250-499,8,20,*
5509,2015,Scotland,I,   500 or more,*,10,*
5510,2015,Scotland,J,   1,30,13380,2276
5511,2015,Scotland,J,   2-4,138,45100,12022
5512,2015,Scotland,J,   5-9,133,18945,12360
5513,2015,Scotland,J,   10-19,144,10245,12806
5514,2015,Scotland,J,   20-49,147,4850,13777
